text,sentiment
"terima kasih ada bonus isinya, barang bagus",1
"kualitas bagus, kuat dipakai baca hardisk terima kasih",1
barang mantap. pengiriman tepat waktu dan penjualnya responsif,1
"bagus, barang dikirim cepat namun tidak dapat dikunci antara kasus dan dudukannya",1
"barang sudah diterima, sesuai pesanan. Terima Kasih",1
"tips untuk pembeli, pastikan lagi ukuran pin connectornya juga voltase dan arusnya",1
"pengiriman cepat, produk memuaskan",1
sesuai deskripsi tidak ada masalah,1
"sepatunya ok, walau agak kotor sedikit di bagian insole tidak problem lah yang penting utuh.  haha ukuran dan warna sesuai dengan foto deskripsi produk dijual good pekerjaan",1
"seller ramah banget, fast respons menjawab pertanyaan buyer jadi paham benar produk yang akan dibeli pengiriman cepat terpenting produknya bagus banget berfungsi normal bisa atur semua warna termasuk rgb saat bermain dan putih bekerja menyala terang gampang koneksi ke wifi diatur di handphone aplikasi mudah-mudahan digunakan memang tidak salah pilih bardi yeay kamar ada lampu nya suka sama ambience",1
produk ok. respons cepat,1
terima kasih agan barang bagus pengriman cepat,1
"mousenya mantap agan, recommended seller deh",1
"barang bagus sesuai dengan deskripsi, respons juga cepat semoga awet deh",1
biarkan bintang yang berbicara. recommended seller,1
"sepatu keren, anak senang. terima kasih",1
mantap pengiriman cepat barang oke sesuai gambar penjual fast respons,1
"sesuai dengan pesanan, terima kasih.",1
mantan dan cepat,1
respons cepat. barang original mantap agan,1
packing rapi. produk sesuai deskripsi terima kasih,1
"toko kooperatif, semoga bisa komitmen lebih baik kedepan",1
barang seperti yang di foto sangat memuaskan,1
solusi mogok dijalan. produknya recommended dan berkualitas senang banget ada home servicenya bisa di pasangin bengkelnya,1
"sukses ya, semoga awet",1
"barang sesuai dengan gambar, pengiriman cepat. recommended",1
"kualitas baik, respons pengiriman cepat",1
"barang sesuai dengan deskripsi. penjual responsif, kooperatif dan ramah pengiriman cepat kemasan rapi dan aman",1
"pemesanan tadi malam, siang barangnya sudah sampai pakai jne reguler. ulasan untuk toko penjual luar biasanya responsif adapun recommended banget barang digunakan hasilnya cukup baik selevel lantai belum coba kalau 2 dan mudah-mudahan instalnya bisa lewat handphone",1
"barang sudah diterima, dan sesuai dengan harganya",1
"respons super cepat, barang sudah sampai dan saya masih di luarkota jadi belum coba tes",1
sesuai deskripsi. pengemasan rapi bahan nya memang tipis tetapi harga kualitas juga mantap agan,1
"kata orang yang saya kasih, dia suka. jadi oke dan sesuailah untuk harga kualitas",1
"penjualnya ramah, chat cepat dibalasnya. pengiriman via gosend pemesanan pagi sore sudah tiba jakarta tangerang kualitas barang sesuai deskripsi",1
alhamdulillah karetnya mantap.,1
sudah sampai belum coba yakin bagus,1
"produk bagus, sesuai deskripsi packing rapi pengiriman cepat hanya kurir-nya yang agak telat. Terima Kasih",1
barang bagus sesuai pesanan. recommended seller terima kasih,1
tidak komentar deh. sudah berkali kali beli chat ini terbaik banget,1
mantap. sesuai harapan barang juga lumayan yang paling penting fast responnya keep itu ya agan,1
"kerupuk nya enak renyah sesuai ekspektasi, pengiriman cepat packing rapi dan terima kasih tokopedia",1
"barang ok, respons cepat packing rapi.",1
produk lumayan. enak di pakai,1
"enak sihh ini. sblmnya aku sudah pesanan yang mahal di tk, terus penasaran apa tokped ada jual mooncake ternyata kok harganya terjangkau dan review bagus jadi sengaja beli lagi mau compare rasanya juga tidak kalah ya kata seller bestsellernya varian pandan kc merah item telur asin durian paling doyan duriannya kulitnya tipis isinya lebih terasa pengiriman cepat malam besok sore dikirim senang deh nemu harga kalau kpn pengin bisa disini: di sini mencoba lain",1
"barang ok tidak problem lalu jauh, Terima Kasih atas kerjasamanya agan",1
terima kasih barang sudah sampai,1
siap berfungsi dengan semoga awet,1
bagus. awalnya kekecilan karena saya pesan berdasarkan nomor sepatu yang biasanya pakai ternyata model depannya mengecil dan ukurannya itu sptnya ukuran outsole jadinya untungnya masih bisa ditukar tidak sia-sia deh terima kasih untuk bata official toko,1
ya. recommended seller lah,1
produk bagus. sesuai persepsi sangat recommended deh pokoknya,1
terbaik barang ya sesuai pesanan,1
"langsung diamankan sama jagoan saya. hahaha udah keliling ke toko bata, tidak dapat yang nomor eh ada disini: di sini murah pula dibanding di fisiknya lalu sepatu legenda dari ayah referensi anak semoga makin sukses ya",1
pemesanan ke sudah sampai dengan selamat respons cepat packing bagus ekpedisi barang original lalu sweet,1
barang sesuai dengan deskrifsinya,1
"barang rapi, cuman sampainya malam. recommended seller",1
"pengiriman cepat, respons",1
jam sesuai sama deskripsi dan kualitasnya cukup bagus. packing-nya juga rapi berlapis bubble wrap nya recommended,1
bagus seuai deskripsi,1
kak barang sudah sampai dengan selamat mudah-mudahan mudah-mudahan lancar ya sus usahanya,1
"respons cepat, pengiriman packing rapi barang sesuai deskripsi recommended seller terima kasih agan tokoped.",1
barang sudah diterima. terima kasih,1
"hdmi to vga converter nya sudah sampai, terima kasih agan",1
keren dan bahan lembut dipakai,1
"sesuai deskripsi, pengiriman sangat cepat. terima kasih",1
"respons cepat, packing rapi dan kuat harga juga bagus banget",1
"terima kasih banyak, enak kerupuk nya",1
terima kasih fast respons untuk lapaknya sayang dari kurir pengirimannya telat sampai beberapa hari overall ok,1
overall sepatu bagus lembut empuk. cuma sedikit saran buat yang punya kaki bebek lebar mungkin lebih baik naik 1 ukuran karena secara panjang pas lebar terasa sempit mudah-mudahan mudah-mudahan baru belum melar testimoni lagi setelah pemakaian sebulan semoga awet,1
"manteblah. cepat balas chat, barangnya tidak cacat sama sekali pesanan tiba sesuai pesanan",1
respons cepat.,1
"respons dan proses pemesanan cepat, barang sesuai gambar pengunaan berfungsi baik",1
"maaf baru review kakak. jujur saja saya suka sekali sama jam tangan ini harganya sudah murah, seperti mahal lagi best seller mah",1
"mantap packing rapi joss, Terima Kasih barang udah sampai",1
barang sesuai dengan deskripsi. recommended seller,1
"bagus, lucu. suka sesuai gambar puas banget",1
"korset rajut isi 2 sesuai deskripsi, warnanya bagus pengepakan rapi",1
layanan cepat makan enak,1
asyik udah datang. dapat warna merah yuhu produknya jempol kurir terima kasih kakak sukses ya,1
"cihuyy. jadi bisa langsung lanjutuin kerjaan, terima kasih saja komputer pelayananaan good fast respons barang sesuai deskripsi pokoknya nya ok lah recommendation seller ya agan",1
sering repeat pemesanan di toko ini,1
"barang sesuai pesanan dan dalam kondisi, kualitas yang baik pengiriman schedule tidak lama.",1
"produk sesuai deskripsi, respons cepat setelah checkout langsung dikirim. recommended seller semoga semakin sukses",1
alhamdulillah sudah sampai box jamnya terima kasih,1
pembelian ke 4 -nya. terima kasih,1
paket diterima dengan baik. kualitas oke terima kasih,1
mantap fast respons penjualnya dan pengiriman cepat. rasanya juga enak,1
"produk sesuai deskripsi, harga murah untuk usb 3. 0 dan pengirimannya super cepat",1
barang bagus. respons cepat maaf ulasannya lambat,1
Terima Kasih Anda. seller fast respons,1
barang sesuai kondisi baik,1
sesuai dengan pesanan kemasan rapi pengiriman cepat,1
Terima Kasih. barang sudah diterima pas sama yang di rekomendasikan keren pokoknya nya,1
produk yang berkuslitas dengan haga merakyat,1
"siap mantap, sesuai pesanan",1
barang cepatsampai dan sesuai pesanan,1
kualitas oke harga murmer dan sesuai deskripsi,1
mantap memang. siap barang bagus,1
barang original harga murah seller responsif,1
"cepat pengiriman mantap, barang ok",1
"mantap, terima kasih.",1
"barang bagus, pengiriman cepat tempat strapnya juga terima kasih",1
barang sudah sampai sesuai yang di pemesanan. cepat juga proses nya selanjut dibiarkan bintang 5 aza bicara Terima Kasih ya agan,1
terbaik banget agan awet sampai sekarang,1
nce -nya,1
"respons cepat, sellernya ramah dan barang sesuai pesanan. terima kasih",1
terima kasih juragan.,1
"produk berfungsi dengan baik, terima kasih.",1
"terima kasih barang udah sampai, pengiriman cepat paketnya rapi",1
barang murah meriah.,1
murah dan berkualitas anjay,1
"mantap. barang sesuai, harga bersaing dikirim cepaatt Terima Kasih",1
"packaging rapi, pengiriman cepat barang original pas ukurannya dan empuk dipakainya. terima kasih",1
"paketnya sudah sampai, terima kasih.",1
"produk yang dikirim sesuai dengan dipesan, respons dan pengirimannya baik cepat.",1
jam original dan packaging rapi,1
barang sampai sesuai pesanan.,1
barang sesuai sama yang difoto. rekomendasi buat mencari sepatu baby bandana,1
harga murah kualitas baik,1
lets five bintang talk about komentar ini seller,1
"packaging rapi, sangat memperhatikan konten. respons cepat barang sesuai dengan informasi Terima Kasih",1
packing aman pengiriman super cepat,1
"barang sesuai pesanan, respons penjual cepat packing aman",1
ukuran warna sesuai dengan foto dan deskripsi pruduct yang di jual,1
agan barang sudah diterima dengan cepat. Terima Kasih ya,1
"pengiriman cepat, dan barang sesuai pesanan",1
barang udah sampai. tinggal dicoba,1
"barang yang dikirim tidak sesuai gambar dari segi kemasan, namun setelah dicoba kualitas produk memuaskan. terima kasih",1
"pesanan jam 1 3 udah sampai, begitu dicoba 4 port lancar semua semoga awet",1
sesuai pesanan mntab agan,1
"lumayan, kue nya pda nempel irisan tips banget",1
"Terima Kasih barangnya udah sampai, .",1
bagus sepatunya. semoga awet,1
"terima kasih sudah sampai, JNE-nya aja yang lama sellernya fast respons banget.",1
fast respons seller dan dikirim. super ramah dan di monitor juga proses kirimnya lemon masih terlihat segar,1
sudah dan nya bagus saya ska,1
finishing kosaka masih perlu diperbaiki.,1
"Terima Kasih untuk bos barang deh sampai, kualitas good",1
proses pesanan cepat. respons penjualnya terbaik packaging rapi,1
alhamdulillah barang telah sampai dengan baik,1
"paket sesuai pesanan, gosend lagi bagus cepat terima kasih",1
sudah diterima dengan baik terima kasih kasih.,1
pesanan udah di terima. terima kasih agan,1
"mantap dekernya, kalau ada warna lain boleh itu",1
"bagus warna sesuai gambar pink nude begitu, pas di komfrmasi size yang ingkan kosong adanya yawda ternyata masih ke gedean juga tetapi tidak kebesaran bnget sih agak longgar saja",1
barangnya ok.,1
barang baik dan sudah di coba. berfungsi dengan Terima Kasih,1
"barang bagus, sempat mengalami masalah pada battere namun dibantu claim garansi tukar baru sampai clear Rekomendasi seller",1
"barang bagus, proses pengiriman juga cepat. terima kasih agan",1
diterima dengan baik. terima kasih,1
"pengiriman cepat. packaging ok banget, double packing gitu jadi barang aman sampai tujuan",1
respons sangat cepat padahal saya mendadak sekali membantu pesan dengan ojol. produk bagus dan berfungsi,1
recommended seller.,1
terima kasih barang sudah sampai. proses mantap sekali,1
2nd purchase selalu amaze sama cara mrk packing. tebal dan rapi bubble wrap nya?,1
"barang sesuai dengan pesanan, respons seller cepat banget ramah lagi. recommended lah Terima Kasih ya nya joss",1
manttap,1
"terima kasih, sesuai pesanan pengemasan juga cepat.",1
produknya bagus. packing-nya juga rapi terima kasih bos,1
barangnya tiba dengan selamat. respons cepat Terima Kasih,1
barang sesuai pesanan tapi kok tidak ada kartu garansi?,1
mantap banget pokoknya bagus bola nya warna warni dan tidak ada yang penyok. deh anak saya suka?,1
terbaik sayang banget emasnya gemoy,1
"mantap sekali agan, packing cantik seperti pengiriman",1
barang sudah sampai kondisi oke semoga awete,1
sudah diterima dan berfungsi normal keduanya. terima kasih,1
"barangnya udah sampai, mantap.",1
"semoga tambah ramai lapak ya agan, terima kasih",1
"terima kasih. barang sudah sampai, kondisi bagus",1
ayam gorengnya enak tapi bumbu serundeng laosnya kurang banyak,1
terima kasih barang sudah sampai dan bagus,1
"agan. pesanan sudah saya terima sesuai pemesanan barang oke, aman bagus dan mantap? kasih",1
"agan maaf baru konfirmasi, barang siap cepat sampainya terima kasih ya",1
"barang sesuai, pengiriman cepat. sukses agan",1
"pemesanan yang kedua kalinya, barang mantap respons cepat recsel pastinya",1
lancar. tanpa kendala,1
barang bagus banget asli dengan harga segini dapat kualitas wireless microphone kayak gni yang best,1
barang sampai dengan aman,1
"barang berfungsi dengan baik, pengirimannya juga sangat cepat",1
"bagus, packing baik cepat sampai. terima kasih",1
"cepat respons, semoga awet barangnyaa. Terima Kasih",1
proses dan pengiriman sangat cepat,1
"barang bagus, tidak ada kendala baik di pengiriman maupun unit barangnya",1
fast responce. pengiriman cepat barang oke terima kasih,1
"packing nya kurang rapi, 1 bungkus hancur semua kalau rasa belum di coba",1
bagus. terima kasih,1
baik dapat yang mtech tertawa,1
sudah ditest dan berjalan lancar penggunaan juga mudah-mudahan,1
"barang original, respons cepat harga di bawah pasaran. rekomendasi banget",1
mantap rasanya: rasanya,1
barang oke pengiriman super cepat,1
barang sesuai gambar dan respons toko cepat semoga barangnya awet,1
"fast respons banget, barang yang dipesan berfungsi dengan baik terima kasih",1
produk ok agan. sudah dipasang,1
"bagus. sempat terkendala dengan proses pengiriman saran buat seller kalau ada kendala, jangan buyer yang disuruh untuk mencari barangnya itu ditanggung jawab",1
mantap. sesuai deskripsi respons cepat recommended,1
"barangnya keren banget, bahannya bagus puas.",1
ok banget. sudah repeated pemesanan kesekian kali,1
barang sudah diterima. ada segelnya mantap,1
ok. thk,1
"bagus sejauh ini berfungsi dengan baik di 5d mark ii, cuma antara handphone kamera harus dekat.",1
cepat dan pelayanannya sangat memuaskan,1
alhamdulillah sudah sampai. lucu bagus syuuka,1
mantap barang sesuai pesanan,1
terima kasih barang bagus agan. sempet kecebur fanta tetapi masih fungsi baik wkakaka,1
semoga lancar ya langganan,1
terima kasih. pengirimannya cepat sekali,1
barangnya sudah sampai. packing dan bagus agan,1
barang ok sesuai pesanan.,1
"seller ramah, fast respons packing rapi kualitas produk baik pengiriman cepat",1
mantul mantap betul,1
beli siang sore sampai. terbaik lah seller nya fast respons barang diterima baik awalnya ragu karena bentuknya tidak sama tapi pas dipakai berfungsi sebagaimama mestinya semoga awet Terima Kasih,1
"respons cepat, barang berfungsi",1
"bagus jamnya, recommended seller Terima Kasih Anda",1
terima kasih seller. barang sesuai dengan deskripsi,1
suara mantap. kualitas bagus,1
mantap sekali.,1
"sesuai dengan gambar, pengiriman cepat bingit",1
"terima kasih untuk, fast respons barangnya",1
"kualitas original dan pengiriman juga cepat, penjualnya fast respons Terima Kasih",1
"puasa banget, buat memberi hampers ke orang lain cocok",1
meiji crackers oat udah terima dengan baik,1
terima kasih sudah diterima.,1
dikirim tidak 7. kesempitan ternyata tidak diusahakan cari 4 kecewa sih,1
kualitas barang bagus sesuai harga.,1
Terima Kasih agan.,1
"barang sesuai pesanan, packing rapi",1
pas banget. lucu sesuai sama gambar,1
terima kasih atas kirimannya,1
barang sudah diterima maaf kalau agak lama responnya,1
bagus dan mantap,1
barang sampai dengan cepat dan respons penjual baik,1
produk kami terima tepat waktu barang original,1
terima kasih agan. barang sudah sampai,1
"good dan fast respons, fair harga",1
"respons seller cepat, sudah beli ke 2 kali tidak kecewa. terima kasih banyak",1
"mantap, barang sesuai deskripsi. repon cepat dan ramah",1
sepatu nya cantik. semoga nyaman kalau dipakai sih kecil,1
mantap bisa makan pempek candy langsung dari palembang tanpa harus ke next pemesanan lagi packing ok,1
"barang sesuai pesanan, rekomendasi seller",1
barang sudah sampai tapi belum dicoba,1
"pembelian kedua saya, desain bagus sangat cocok dengan strapnya untuk outdoor. cuma pakai chrononya ribet overall puas yang satu ini",1
"barang sudah sampai cukup cepat, digunakan sekali dan berfungsi dengan baik.",1
terima kasih sudah sampai barangnya,1
dikirim nya cepat. produk lumayan,1
"maaf baru konfirmasi, barang oke terima kasih.",1
"barang sesuai, pengiriman cepat. terima kasih",1
ok. sesuai dengan pesansan,1
"siap lah. barang sesuai bahannya spundbond pesanan 1, dapat ukuran centimeter hanya saja di beberapa bagian ada yang sobek sedikit overall positive Terima Kasih impodio",1
baik cepat responnya penjual ramah.,1
"bagus agan, sesuai foto barangnya. terima kasih ya",1
pakingnya rapi. semoga barakah,1
"Terima Kasih agan sudah sampai packing oke, cuma talinya agak kepnjangan",1
bagus saja. barang pabrik ok juga,1
jam tangan yang bergaya ini sangat mudah-mudahan untuk disesuaikan dan cocok. aku menyukainya,1
"fast respons, pengiriman cepat packing aman dan rapi jadi kerupuk tidak remuk. good seller",1
ukuran pas. semoga nyaman terima kasih,1
holder yang pas bagi anda yang bekerja srbagai driver online,1
"maaf baru bikin testimoni, barang sudah diterima dengan baik.",1
barangnya sesuai dengan foto agan. terima kasih,1
"produk berfungsi dengan baik, tapi binding controllernya masih banyak miss jadi harus di set lagi yang harusnya maju kedepan malah mundur kebelakang pas jalanin tetapi overall fungsi lainnya ok saja kok",1
teksturnya creamy. gampang dipakai packaging aman?,1
barang sesuai pesanan.,1
"layanan memuaskan, rasa enak. udah repeated pemesanan kesekian kali",1
kualitas nya bagus tapi tidak sesuai gambar,1
barang asli krisbow ace hardware,1
"sesuai deskripsi barang, mudah-mudahan mudah-mudahan awet",1
"keren, recommended seller",1
hatur nuhun nya,1
keren. saudaraku benar-benar menyukainya terlihat mahal,1
barang oke tetapi tidak dikirim sesuai merek yang diminta,1
Terima Kasih seller.,1
bagus dan sangat cepat sampai pakai ninja ekspres. gokil,1
"barang telah kami terima dengan baik, sesuai kualitas yang ditawarkan",1
"pengiriman cepat, sesuai",1
produk baik cukup tahan.,1
"packing rapi, pengiriman cepat tidak menyangka sudah sampai saja barangnya produk sesuai deskripsi",1
bagus tumpengnya banyak untuk porsi 5 orang. pengiriman juga tepat waktu,1
pas banget keren sesuai pesanan,1
"packing rapi, respons cepat.",1
barangnya good. sesuai harapan nuhun,1
"paket sudah saya terima, tapi sedikit kurang kuat bahannya banyak yang bengkok tidak",1
kerja yang bagus,1
kemasan yang bagus,1
recomende. sesuai,1
"keren cuy, gercep banget sellernya tanpa basa basi langsung pemesanan saja",1
barang sesuai pesanan. pengiriman superduper cepat semoga penjual dan pembeli banyak uang selalu,1
Terima Kasih agan barangnya sudah sampai,1
luar biasanya cepat pelayanan tidak sampai 6 jam barang sudah. mouse dalam kondisi baik,1
"barang sesuai pesanan, packing rapi cepat sampai. teirmaksih tingkatkan kualitas pelayanan",1
terima kasih barang sudah diterima dengan baik.,1
"terima kasih barang sudah sampai. tombol empuk enak, tapi ada beberapa yang harua di tekan kedalam",1
"sesuai deskripsi, packaging rapi",1
produknya kecil sesuai harapan. bisa di konek ke tripod camera sirui,1
kok produknya ada yang retak bang bagian l nya terima kasih,1
"mantap agan, Terima Kasih untuk.",1
pengiriman barang cepat sekali.,1
mantap tidak kalah dengan produk lp,1
merek capital bukan handphone.,1
"hargakualitas mantap, headset btooth nya bisa dipakai telpondengar musiknavigasi google maps cocok buat ojol.",1
Terima Kasih produknya bagus.,1
ini kedua kalinya saya pesan dan tidak mengecewakan.,1
barangnya sudah saya ambil sendiri ternyata bukan sampai ke orang lain atw tetangga ada di kantor pos kok harusnya penjual yang ngurusin kesalahan ini kurir jadi pembeli tidak repot,1
mantap sudah pokoknya,1
sesuai pesanan agan,1
terima kasih ya. adik saya suka sepatunya dari depok sampai juga ke sukabumi sukses selalu,1
puas banget dengan produk nya,1
sesuai harapan. respons cepat keren sellernya terima kasih juragan,1
"bagus, barang sesuai pesanan. terima kasih",1
kualitas produk bagus. sesuai,1
"maaf baru beri ulasan, tinta ya mantap sisa cukup bintang yang berbicara di",1
harga terjangkau dan produk yang elegan.,1
"nyaman, tidak licin mantap",1
"pengiriman cepat, packing rapi",1
"fast respons, kabel tebal copy",1
pengiriman sangat cepat dan barang berfungsi dengan baik. terima kasih,1
"as expected, original cartridge. respons seller cepat pengiriman Terima Kasih untuk",1
produk bagus sukses,1
"baru selesai pembayaran, 1 menit langsung sudah dicarikan driver saya sampai bingung ini superman kali yang ngerjain bisa cepat begini. terus ditengah jalan gojek nya udah selesaikan pengiriman padahal barang belum sedikit cek ke seller tidak pakai lama dibales chat dan dibantu ternyata cuma kepencet saja sih dengan cepat mantap",1
paket sudah diterima dengan baik dan berjalan dengan. sesuai deskripsi respons sangat cepat,1
enak. dressingnya juga,1
produk yang simple dan bagus.,1
bagus. pengiriman cepat original terima kasih ya,1
good pekerjaan. Terima Kasih,1
model dan warna aku suka tetapi pemasangan sedikit ribet semoga saja awet,1
"respons seller cepat, pengiriman. harga bagus semoga awet",1
barang cepat sampai sesuai pesanan mantap,1
"barang sampai dengan aman, original dan mantaabb terima kasih atas pelayanan nya yang ramah cepat",1
"pengiriman cepat, kualitas barang tidak diragukan. mantap agan",1
"respons cepat, barang sesuai foto dan berfungsi normal.",1
"sesuai dengan foto. bagus suka banget, dapat bonus kalung terima kasih elle",1
barang sudah diterima dalam kondisi baik terima kasih,1
sudah saya terima agan terima kasih.,1
"kemasan rapi dan baju sesuai pesanan serta pengiriman cepat, terima kasih.",1
terima kasih ya barang sudah sampai,1
respons penjual sangat cepat dan barang sesuai pesanan. terima kasih,1
"keren, kualitas bagus untuk anak. pengiriman luar biasanya cepat penjual sangat ramah",1
ganti presiden.,1
sesuai deskripsi. mantap,1
responsive seller.,1
mantap pengiriman cepat. sesuai yang diharapkan,1
"porsi pas, lauk banyak. rasanya sumpah enak aku pakai ayam bakar dan gurih bumbu nya terasa banget bakal jadi langganan ah",1
"barang cukup bagus, harga juga. sudah sering dipakai tutup kupingnya tidak bocor awet sukses deh buat yang jual",1
produk sesuai pesanan. semoga awet,1
barang bagus.,1
responnya cepat apa lagi pengirimannya banget terus barangnya bagus foto sama aslinya,1
respons cepat dan pesanan sesuai. mantap agan terima kasih,1
"siap barang sudah sampai, terimakasiih.",1
"ini kali kedua saya beli produk diskonan di wakai official toko, seperti sebelum nya puas. respons seller cepat pengiriman barang original dan sesuai dengan deskripsi sering deh majang ya akan terus kalau suka Terima Kasih tokped",1
kasih 4 tidak muat bagian depan nya di utama in mungkin ada,1
keren. mantul dtggu promo slnjtnya terima kasih,1
"kualitas stik cukup oke, agak kurang enak untuk bagian analog tapi overall. sesuai dengan harganya packing rapi dan cepat",1
"produk bata selalu bagus dan awet, respons penjual cepat",1
respons penjualnya cepat. berhubung masih di luar kota jadi belum cek produknya,1
"barang normal, mantap.",1
barangnya sudah sampai. kondisi mulus tnp ccat,1
"respons seller sangat baik, catnya tidak berbau warnanya sesuai pemesanan cheese cruse. pakingnya semoga pas diaplikasikan mengecewakan hasilnya gosend nya juga tepat waktu terima kasih?",1
"fast respons seller, untuk kualitas barangnya dibiarkan bintang yang bicara ya agan laris manis selalu lapaknya mas Kakak.",1
"suara lumayan, microphone fungsi cuma cover dan tombol answers belum lama pakai sudah lepas. sesuai harga",1
"barang ok, sesuai pesanan terima kasih Tokopedia dan penjual sukses selalu",1
"baik srvices, Terima Kasih untuk sangat banyak.",1
"terima kasih, sudah di carikan barang yang bagus dan pelanggan saya senang.",1
"bisa dimainkan dan aman, sellernya juga oke akunnya tidak pernah antri selama ini saja",1
terima kasih barang sudah diterima.,1
Terima Kasih agan barang sudah diterima,1
barang ok. terima kasih,1
"paket sudah diterima sesuai pesanan, packing rapi proses dan pengiriman cepat terima kasih agan",1
puas. sesuai pesanan,1
mudah-mudahan ini toko laris manis.,1
"pelayanan cepat, . siang pemesanan malamnya langsung sampai barangnya sayangnya tidak ada bonus atau promo",1
"respons kebut harga murah, cepat sampai Terima Kasih Anda banget agan",1
sesuau dengan pesanan semoga awet. terima kasih,1
untung pernah coba sandalnya di toko offline. beli offstore tokped jadi tidak galau pilih ukuran mantap,1
sampai dengan cepat dan kualitas bagus,1
"barang sesuai deskripsi, pengiriman cepat. recommended",1
barang sesuai sama digambar,1
terima kasih barang sampai dhn cepat,1
pesanan tidak sesuai dengan yang di gambar,0
pengiriman dan respons super cepat. tapi barang tidak sesuai gambar kuat untuk menembus jok motor,0
barang yang dikirim tidak sesuai pesanan,0
"penipuan, bilang isi ada deskripsi pas dipesan berbeda mubazir. ternyata isinya tidak cocok",0
barang jelek copot terus tmpat taruh isinya,0
beli staples tidak jual isinya. hanya sekali pakai,0
"sebaiknya kalau mau pengiriman barang. diperiksa dulu agan, kondisi barangnya layak apa tidak begitu ya isinya karatan semua",0
"produk tidak sesuai, pemesanan prohex yang dikirim ini",0
barang sudah diterima.,0
tidak bisa buat memasang jok tidak ke pakai,0
"barang datang cacat, tidak bisa di gunakan harusnya sebelum dikirim coba dulu",0
kecewa baru dipakai isinya keluar sampai 2 3 buah dipapan tidak nempel,0
barang kurang bagus. pengiriman pakai pos lama sekali,0
"hasil staples tidak rapat pada bidang, mungkin dapat produk cacat. haduh",0
barang standar dan biasanya saja kurang good.,0
barangnya rusak. kecewa berat,0
beli 5 tidak bisa dipakai semua,0
"staples nya tidak bisa dipakai, sudah dicoba berkali bwt pemasangan jaring nyamuk ditembak dibahan triplek saja nembus itu harus diketok palu lagi",0
mungkin karena harga juga. jadi susah dipakai tertawa staplesnya tidak nancep sampai penuh,0
"seller tidak komunikatif, niatnya pakai instan courier dibiarkan segera sampai tetapi barang dikirim 2 hari kemudian tanpa kabar sama sekali ditanya tidak berani balas udah mengajukan pembatalan tetap saja dosa. semoga ada lagi yang buyer dapat perlakuan seperti begini",0
barang nya seperti bekas ya agan. tapi pengiriman cepat,0
barang ada yang tidak sesuai sama buset lama banget dikirimnya. kapok,0
model barang sudah sesuai deskripsi. tapi kenapa ukuran 4nya tidak ya panjang tinggi sepatunya seperti kaki tidak aku kasih foto sepatunya yang tidak coba pakai,0
"tidak recommended, kaki bisa masuk sepatu seperti sablonan kualitas tidak ok",0
"apakah sepatunya boleh di diretur? kualitas bahan kanan dan kiri berbeda, tebalnya beda tinggi nya juga",0
saya pesan. uang transfer tetapi tidak terima jangan pakai wahana cargo ada solusi dari Tokopedia untuk mengembalikan saya,0
"tidak sesuai permintaan warnanya. pas di tanya, ngaku ngakunya sudah chat kita tidak jawab ada",0
suck.,0
"produk bagus, tapi kualitas kontrol kurang. pipa nya beda ukuran 1batang jadi hanya 2 rak yang terpasang",0
saya sangat kecewa karena persetujuan nya tidak lengkap,0
"kurang sesuai dengan ekspektasi, karena terdapat kecacatan pada konektor dan memiliki panjang tiang yang tidak imbang",0
ada 1 bagian yang tidak,0
minta dibatalin udah ajukan pembatalan malah dikirim. dikonfirmasi ukuran dan model salah,0
"kotak rusak, lem sepatunya tidak",0
tidak sesuai dengan yang di kasih lihat,0
"respons lambat pengiriman lama barang yang di dikirim tidak sesuai, saya kecewa",0
"masih bisa diklaim tidak ini kualitas barang sangat buruk, lemnya nempel pada ngelupas jujur saya kecewa",0
"pengiriman lama, prosesnya juga",0
lebih teliti lagi ya agan kalau memberi informasi,0
"pemesanan tanggal pakai jne ya, baru sampai entah salahnya di mana",0
"barang nya jelek banget, saya mau kasih ke orang pun malu mungkin ini foto lebih bagus dari produk asli tidak akan beli lagi",0
tidak sesuai dengan gambar. comot di google,0
"awalnya lupa tulisan ukuran, dan penjual juga tidak bertanya akhirnya yang dikirim minta diretur ke 4 cuma bilang ya doang ada tindakan udah sebulan diproses yang parahnya Tokopedia malah melanjutkan dana. padahal sudah mengikuti proses komplain sesuai petunjuk tokped benar tidak menghargai pelanggan",0
pesanan warna a yang di dikirim bagus. enggak sesuai kalau dalam pesanan habis begitu ukuran kecil,0
"respons sih cepat satu hari langsung, tapi pengiriman nya agak lama hampir 4 barang sesuai dengan harga. seller kadang tidak jawab pertanyaan tolong tingkatkan lagi barang bagus lah meskipun ada yang terkelupas sedikit",0
"sangat mengecewakan, pesan 2 sepatu yang dikirim hanya 1 di WhatsApp dan ditelepon tidak pernah mau balas diangkat udah begitu kualitas jelek dijamin bakal kecewa beli disini: di sini",0
barang sudah diterima kualitas kurang memuaskan,0
tidak puas.,0
"produk, tidak sesuai dengan gambar.",0
terima kasih saja. proses lama,0
pesan 3. patah 2 packing kurang aman,0
"seller ok. packing rapi dan pengiriman cepat tidak ada masalah cuma produknya kurang sesuai ekspektasi, dindingnya kokoh terlalu lentur pemasangan simple Terima Kasih Ngomong-ngomong",0
"mengecewakan, intinya aku sangat kecewa",0
"ukurannya kekecilan, next buat yang lain lebihin 1 ukuran dari sepatu biasanya kalian pakai.",0
